ID,SST_Median,SST_Skewness,SST_Kurtosis,SST_sd,SST_bimodality,SSTRateofRise,cumDHW
1,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,100.2976713
2,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,100.375892
3,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,100.3363555
4,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.4923283
5,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.3024934
6,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.2713204
7,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.2871222
8,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,102.1258512
9,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.763497
10,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.779251
11,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.937875
12,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,102.1258512
13,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,102.1258512
14,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.763497
15,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.779251
16,27.81115902,0.065033947,-0.843536093,1.148803635,0.465626855,0.025248602,101.937875
17,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,114.7604685
18,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,114.7604685
19,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,114.7604685
20,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,114.5060354
21,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,114.5429024
22,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,114.5797702
23,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,116.188483
24,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,116.188483
25,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,116.188483
26,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,115.6204403
27,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,119.5035228
28,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,118.6506779
29,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,118.4395488
30,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,118.6638288
31,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,121.0710425
32,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,120.4518108
33,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,119.9796702
34,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,119.9830219
35,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,122.6745137
36,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,122.0678442
37,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,121.9516576
38,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,121.4071402
39,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,121.7356306
40,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,121.9213871
41,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,123.6213724
42,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,123.2094343
43,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,123.2126154
44,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,123.4388785
45,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,132.7128586
46,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,130.4093985
47,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,129.1130308
48,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,132.7128586
49,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,130.4093985
50,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,129.1130308
51,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,126.0842663
52,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,136.428253
53,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,136.428253
54,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,133.9580198
55,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,131.8512752
56,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,129.7560456
57,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,126.6837615
58,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,137.9862585
59,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,137.1681644
60,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,136.3514317
61,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,132.7243879
62,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,127.1409895
63,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,124.333776
64,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,134.6035082
65,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,137.4456915
66,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,131.8697048
67,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,132.9123534
68,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,133.7106753
69,27.81643816,0.047507743,-0.872960708,1.185140131,0.471136635,0.024890335,134.7959697
