ID,Country,Ecoregion,SST_Median
1,Tanzania,East African Coral Coast,27.2861286
2,Tanzania,East African Coral Coast,27.32291794
3,Tanzania,East African Coral Coast,27.30562208
4,Tanzania,East African Coral Coast,27.33841842
5,Tanzania,East African Coral Coast,27.33182135
6,Tanzania,East African Coral Coast,27.31380093
7,Tanzania,East African Coral Coast,27.3023776
8,Tanzania,East African Coral Coast,27.3474231
9,Tanzania,East African Coral Coast,27.33402641
10,Tanzania,East African Coral Coast,27.32197979
11,Tanzania,East African Coral Coast,27.30993316
12,Tanzania,East African Coral Coast,27.3474231
13,Tanzania,East African Coral Coast,27.3474231
14,Tanzania,East African Coral Coast,27.33402641
15,Tanzania,East African Coral Coast,27.32197979
16,Tanzania,East African Coral Coast,27.30993316
17,Tanzania,East African Coral Coast,27.3586886
18,Tanzania,East African Coral Coast,27.3586886
19,Tanzania,East African Coral Coast,27.3586886
20,Tanzania,East African Coral Coast,27.3416166
21,Tanzania,East African Coral Coast,27.32873289
22,Tanzania,East African Coral Coast,27.31584917
23,Tanzania,East African Coral Coast,27.3699541
24,Tanzania,East African Coral Coast,27.3699541
25,Tanzania,East African Coral Coast,27.3699541
26,Tanzania,East African Coral Coast,27.3492068
27,Tanzania,East African Coral Coast,27.3912863
28,Tanzania,East African Coral Coast,27.37936785
29,Tanzania,East African Coral Coast,27.35540264
30,Tanzania,East African Coral Coast,27.34081011
31,Tanzania,East African Coral Coast,27.41512321
32,Tanzania,East African Coral Coast,27.40195241
33,Tanzania,East African Coral Coast,27.37519005
34,Tanzania,East African Coral Coast,27.36159849
35,Tanzania,East African Coral Coast,27.43013106
36,Tanzania,East African Coral Coast,27.42129651
37,Tanzania,East African Coral Coast,27.40792781
38,Tanzania,East African Coral Coast,27.39455911
39,Tanzania,East African Coral Coast,27.380061
40,Tanzania,East African Coral Coast,27.36556289
41,Tanzania,East African Coral Coast,27.43567926
42,Tanzania,East African Coral Coast,27.4274698
43,Tanzania,East African Coral Coast,27.38493195
44,Tanzania,East African Coral Coast,27.3695273
45,Tanzania,East African Coral Coast,27.22631342
46,Tanzania,East African Coral Coast,27.22087293
47,Tanzania,East African Coral Coast,27.21543244
48,Tanzania,East African Coral Coast,27.22631342
49,Tanzania,East African Coral Coast,27.22087293
50,Tanzania,East African Coral Coast,27.21543244
51,Tanzania,East African Coral Coast,27.21441094
52,Tanzania,East African Coral Coast,27.24730633
53,Tanzania,East African Coral Coast,27.24730633
54,Tanzania,East African Coral Coast,27.22632872
55,Tanzania,East African Coral Coast,27.22022789
56,Tanzania,East African Coral Coast,27.21412707
57,Tanzania,East African Coral Coast,27.21267555
58,Tanzania,East African Coral Coast,27.24799001
59,Tanzania,East African Coral Coast,27.23716702
60,Tanzania,East African Coral Coast,27.22634402
61,Tanzania,East African Coral Coast,27.21958286
62,Tanzania,East African Coral Coast,27.21094017
63,Tanzania,East African Coral Coast,27.20905862
64,Tanzania,East African Coral Coast,27.22273903
65,Tanzania,East African Coral Coast,27.2953401
66,Tanzania,East African Coral Coast,27.35339245
67,Tanzania,East African Coral Coast,27.34339507
68,Tanzania,East African Coral Coast,27.33521763
69,Tanzania,East African Coral Coast,27.32704018
70,Tanzania,East African Coral Coast,27.35036882
71,Tanzania,East African Coral Coast,27.33904655
72,Tanzania,East African Coral Coast,27.33904655
73,Tanzania,East African Coral Coast,27.34556289
74,Tanzania,East African Coral Coast,27.48058141
75,Tanzania,East African Coral Coast,27.36242692
76,Tanzania,East African Coral Coast,27.3554123
77,Tanzania,East African Coral Coast,27.36045579
78,Tanzania,East African Coral Coast,27.34556289
79,Tanzania,East African Coral Coast,27.40866987
80,Tanzania,East African Coral Coast,27.35774783
81,Tanzania,East African Coral Coast,27.3539938
82,Tanzania,East African Coral Coast,27.34754268
83,Tanzania,East African Coral Coast,27.40631422
84,Tanzania,East African Coral Coast,27.39663794
85,Tanzania,East African Coral Coast,27.36254791
86,Tanzania,East African Coral Coast,27.35908641
87,Tanzania,East African Coral Coast,27.3556249
88,Tanzania,East African Coral Coast,27.35257368
89,Tanzania,East African Coral Coast,27.34952247
90,Tanzania,East African Coral Coast,27.36159325
91,Tanzania,East African Coral Coast,27.35830085
92,Tanzania,East African Coral Coast,27.35500846
93,Tanzania,East African Coral Coast,27.35207582
94,Tanzania,East African Coral Coast,27.34914318
95,Tanzania,East African Coral Coast,27.3704872
96,Tanzania,East African Coral Coast,27.36556289
97,Tanzania,East African Coral Coast,27.36063859
98,Tanzania,East African Coral Coast,27.3575153
99,Tanzania,East African Coral Coast,27.35157795
100,Tanzania,East African Coral Coast,27.34876389
101,Tanzania,East African Coral Coast,27.3704872
102,Tanzania,East African Coral Coast,27.36556289
103,Tanzania,East African Coral Coast,27.36063859
104,Tanzania,East African Coral Coast,27.3575153
105,Tanzania,East African Coral Coast,27.35439201
106,Tanzania,East African Coral Coast,27.35157795
107,Tanzania,East African Coral Coast,27.34876389
108,Tanzania,East African Coral Coast,27.36379328
109,Tanzania,East African Coral Coast,27.35917821
110,Tanzania,East African Coral Coast,27.35279353
111,Tanzania,East African Coral Coast,27.34985203
112,Tanzania,East African Coral Coast,27.34691053
113,Tanzania,East African Coral Coast,27.37138911
114,Tanzania,East African Coral Coast,27.36632952
115,Tanzania,East African Coral Coast,27.36202368
116,Tanzania,East African Coral Coast,27.35771783
117,Tanzania,East African Coral Coast,27.35445643
118,Tanzania,East African Coral Coast,27.35119504
119,Tanzania,East African Coral Coast,27.34812611
120,Tanzania,East African Coral Coast,27.34505718
121,Tanzania,East African Coral Coast,27.37083488
122,Tanzania,East African Coral Coast,27.36555887
123,Tanzania,East African Coral Coast,27.36139958
124,Tanzania,East African Coral Coast,27.3572403
125,Tanzania,East African Coral Coast,27.35399561
126,Tanzania,East African Coral Coast,27.35075093
127,Tanzania,East African Coral Coast,27.34460944
128,Tanzania,East African Coral Coast,27.34460944
129,Tanzania,East African Coral Coast,27.37577307
130,Tanzania,East African Coral Coast,27.37028064
131,Tanzania,East African Coral Coast,27.36478821
132,Tanzania,East African Coral Coast,27.35030681
133,Tanzania,East African Coral Coast,27.34723426
134,Tanzania,East African Coral Coast,27.3441617
135,Tanzania,East African Coral Coast,27.3441617
136,Tanzania,East African Coral Coast,27.34086367
137,Tanzania,East African Coral Coast,27.36483894
138,Tanzania,East African Coral Coast,27.34695362
139,Tanzania,East African Coral Coast,27.34374859
140,Tanzania,East African Coral Coast,27.34374859
141,Tanzania,East African Coral Coast,27.34025568
142,Tanzania,East African Coral Coast,27.33676276
143,Tanzania,East African Coral Coast,27.32966883
144,Tanzania,East African Coral Coast,27.32040479
145,Tanzania,East African Coral Coast,27.31606458
146,Tanzania,East African Coral Coast,27.36488968
147,Tanzania,East African Coral Coast,27.33964769
148,Tanzania,East African Coral Coast,27.3359599
149,Tanzania,East African Coral Coast,27.33055162
150,Tanzania,East African Coral Coast,27.32514334
151,Tanzania,East African Coral Coast,27.32060396
152,Tanzania,East African Coral Coast,27.31606458
153,Tanzania,East African Coral Coast,27.31606458
154,Tanzania,East African Coral Coast,27.35017555
155,Tanzania,East African Coral Coast,27.33390119
156,Tanzania,East African Coral Coast,27.32771984
157,Tanzania,East African Coral Coast,27.31155178
158,Tanzania,East African Coral Coast,27.30292318
159,Tanzania,East African Coral Coast,27.33671123
160,Tanzania,East African Coral Coast,27.33184249
161,Tanzania,East African Coral Coast,27.32488807
162,Tanzania,East African Coral Coast,27.29635247
163,Tanzania,East African Coral Coast,27.28566597
164,Tanzania,East African Coral Coast,27.28566597
165,Tanzania,East African Coral Coast,27.32926639
166,Tanzania,East African Coral Coast,27.32148716
167,Tanzania,East African Coral Coast,27.29020998
168,Tanzania,East African Coral Coast,27.28010831
169,Tanzania,East African Coral Coast,27.28010831
170,Tanzania,East African Coral Coast,27.23350902
171,Tanzania,East African Coral Coast,27.3094822
172,Tanzania,East African Coral Coast,27.30153326
173,Tanzania,East African Coral Coast,27.27455065
174,Tanzania,East African Coral Coast,27.27455065
175,Tanzania,East African Coral Coast,27.27455065
176,Tanzania,East African Coral Coast,27.23195039
177,Tanzania,East African Coral Coast,27.23744001
178,Tanzania,East African Coral Coast,27.3094822
179,Tanzania,East African Coral Coast,27.30153326
180,Tanzania,East African Coral Coast,27.27455065
181,Tanzania,East African Coral Coast,27.27455065
182,Tanzania,East African Coral Coast,27.23195039
183,Tanzania,East African Coral Coast,27.23744001
184,Tanzania,East African Coral Coast,27.2776375
185,Tanzania,East African Coral Coast,27.25836152
186,Tanzania,East African Coral Coast,27.23920599
187,Tanzania,East African Coral Coast,27.23000215
188,Tanzania,East African Coral Coast,27.23116726
189,Tanzania,East African Coral Coast,27.28108713
190,Tanzania,East African Coral Coast,27.27120752
191,Tanzania,East African Coral Coast,27.23920599
192,Tanzania,East African Coral Coast,27.23343896
193,Tanzania,East African Coral Coast,27.22767193
194,Tanzania,East African Coral Coast,27.22902802
195,Tanzania,East African Coral Coast,27.27635126
196,Tanzania,East African Coral Coast,27.23262502
197,Tanzania,East African Coral Coast,27.3358387
198,Tanzania,East African Coral Coast,27.34151796
199,Tanzania,East African Coral Coast,27.33308021
200,Tanzania,East African Coral Coast,27.32464245
201,Tanzania,East African Coral Coast,27.32464245
202,Tanzania,East African Coral Coast,27.34406265
203,Tanzania,East African Coral Coast,27.3378499
204,Tanzania,East African Coral Coast,27.32995893
205,Tanzania,East African Coral Coast,27.32206797
206,Tanzania,East African Coral Coast,27.32206797
207,Tanzania,East African Coral Coast,27.31299424
208,Tanzania,East African Coral Coast,27.33418183
209,Tanzania,East African Coral Coast,27.32683766
210,Tanzania,East African Coral Coast,27.31949348
211,Tanzania,East African Coral Coast,27.31075374
212,Tanzania,East African Coral Coast,27.30201401
213,Tanzania,East African Coral Coast,27.29267072
214,Tanzania,East African Coral Coast,27.32683766
215,Tanzania,East African Coral Coast,27.31949348
216,Tanzania,East African Coral Coast,27.31949348
217,Tanzania,East African Coral Coast,27.31075374
218,Tanzania,East African Coral Coast,27.30201401
219,Tanzania,East African Coral Coast,27.29267072
220,Tanzania,East African Coral Coast,27.31715091
221,Tanzania,East African Coral Coast,27.30919895
222,Tanzania,East African Coral Coast,27.30124698
223,Tanzania,East African Coral Coast,27.29233693
224,Tanzania,East African Coral Coast,27.31480834
225,Tanzania,East African Coral Coast,27.30764415
226,Tanzania,East African Coral Coast,27.30047995
227,Tanzania,East African Coral Coast,27.29200314
228,Tanzania,East African Coral Coast,27.28352633
229,Tanzania,East African Coral Coast,27.31315308
230,Tanzania,East African Coral Coast,27.30682819
231,Tanzania,East African Coral Coast,27.3005033
232,Tanzania,East African Coral Coast,27.29290687
233,Tanzania,East African Coral Coast,27.28531044
234,Tanzania,East African Coral Coast,27.31149783
235,Tanzania,East African Coral Coast,27.30052665
236,Tanzania,East African Coral Coast,27.31149783
237,Tanzania,East African Coral Coast,27.30493182
238,Tanzania,East African Coral Coast,27.30164882
239,Tanzania,East African Coral Coast,27.29582078
240,Tanzania,East African Coral Coast,27.30277098
241,Tanzania,East African Coral Coast,27.30277098
242,Tanzania,East African Coral Coast,27.29289096
243,Tanzania,East African Coral Coast,27.28681873
244,Tanzania,East African Coral Coast,27.30493437
245,Tanzania,East African Coral Coast,27.30064483
246,Tanzania,East African Coral Coast,27.29635529
247,Tanzania,East African Coral Coast,27.29076965
248,Tanzania,East African Coral Coast,27.30345869
249,Tanzania,East African Coral Coast,27.29981962
250,Tanzania,East African Coral Coast,27.29472057
251,Tanzania,East African Coral Coast,27.28962152
252,Tanzania,East African Coral Coast,27.28408439
253,Tanzania,East African Coral Coast,27.27854727
254,Tanzania,East African Coral Coast,27.29981962
255,Tanzania,East African Coral Coast,27.29472057
256,Tanzania,East African Coral Coast,27.28962152
257,Tanzania,East African Coral Coast,27.28408439
258,Tanzania,East African Coral Coast,27.27854727
259,Tanzania,East African Coral Coast,27.27854727
260,Tanzania,East African Coral Coast,27.39248349
261,Tanzania,East African Coral Coast,27.29203253
262,Tanzania,East African Coral Coast,27.2869214
263,Tanzania,East African Coral Coast,27.28181028
264,Tanzania,East African Coral Coast,27.28181028
265,Tanzania,East African Coral Coast,27.27798861
266,Tanzania,East African Coral Coast,27.27416694
267,Tanzania,East African Coral Coast,27.37481801
268,Tanzania,East African Coral Coast,27.39197858
269,Tanzania,East African Coral Coast,27.40981478
270,Tanzania,East African Coral Coast,27.28187953
271,Tanzania,East African Coral Coast,27.27868578
272,Tanzania,East African Coral Coast,27.37461507
273,Tanzania,East African Coral Coast,27.39147367
274,Tanzania,East African Coral Coast,27.40911258
275,Tanzania,East African Coral Coast,27.28059812
276,Tanzania,East African Coral Coast,27.37646481
277,Tanzania,East African Coral Coast,27.39301216
278,Tanzania,East African Coral Coast,27.4102744
279,Tanzania,East African Coral Coast,27.28498027
280,Tanzania,East African Coral Coast,27.39455065
281,Tanzania,East African Coral Coast,27.41143622
282,Tanzania,East African Coral Coast,27.42832179
283,Tanzania,East African Coral Coast,27.28779782
284,Tanzania,East African Coral Coast,27.28847157
285,Tanzania,East African Coral Coast,27.39797713
286,Tanzania,East African Coral Coast,27.4146189
287,Tanzania,East African Coral Coast,27.29343292
288,Tanzania,East African Coral Coast,27.29352472
289,Tanzania,East African Coral Coast,27.29343292
290,Tanzania,East African Coral Coast,27.29905621
291,Tanzania,East African Coral Coast,27.31011918
292,Tanzania,East African Coral Coast,27.32411781
293,Tanzania,East African Coral Coast,27.33811644
294,Tanzania,East African Coral Coast,27.33811644
295,Tanzania,East African Coral Coast,27.36752483
296,Tanzania,East African Coral Coast,27.35331414
297,Tanzania,East African Coral Coast,27.39594621
298,Tanzania,East African Coral Coast,27.38222902
299,Tanzania,East African Coral Coast,27.36851184
300,Tanzania,East African Coral Coast,27.42998014
301,Tanzania,East African Coral Coast,27.41213843
302,Tanzania,East African Coral Coast,27.39672532
303,Tanzania,East African Coral Coast,27.38131221
304,Tanzania,East African Coral Coast,27.4469971
305,Tanzania,East African Coral Coast,27.42833065
306,Tanzania,East African Coral Coast,27.51030359
307,Tanzania,East African Coral Coast,27.48974895
308,Tanzania,East African Coral Coast,27.46919431
309,Tanzania,East African Coral Coast,27.58403769
310,Tanzania,East African Coral Coast,27.57179216
311,Tanzania,East African Coral Coast,27.5242374
312,Tanzania,East African Coral Coast,27.50321147
313,Tanzania,East African Coral Coast,27.48218554
314,Tanzania,East African Coral Coast,27.58403769
315,Tanzania,East African Coral Coast,27.57179216
316,Tanzania,East African Coral Coast,27.55954663
317,Tanzania,East African Coral Coast,27.54189201
318,Tanzania,East African Coral Coast,27.5242374
319,Tanzania,East African Coral Coast,27.50321147
320,Tanzania,East African Coral Coast,27.48218554
321,Tanzania,East African Coral Coast,27.59517314
322,Tanzania,East African Coral Coast,27.53663352
323,Tanzania,East African Coral Coast,27.51518964
324,Tanzania,East African Coral Coast,27.60630858
325,Tanzania,East African Coral Coast,27.60630858
326,Tanzania,East African Coral Coast,27.54902963
327,Tanzania,East African Coral Coast,27.61942583
328,Tanzania,East African Coral Coast,27.57742591
329,Tanzania,East African Coral Coast,27.55906305
330,Tanzania,East African Coral Coast,27.43204139
331,Tanzania,East African Coral Coast,27.63254308
332,Tanzania,East African Coral Coast,27.58781245
333,Tanzania,East African Coral Coast,27.4426067
334,Tanzania,East African Coral Coast,27.42590151
335,Tanzania,East African Coral Coast,27.6769359
336,Tanzania,East African Coral Coast,27.6769359
337,Tanzania,East African Coral Coast,27.65461239
338,Tanzania,East African Coral Coast,27.64345064
339,Tanzania,East African Coral Coast,27.62936423
340,Tanzania,East African Coral Coast,27.61527782
341,Tanzania,East African Coral Coast,27.61527782
342,Tanzania,East African Coral Coast,27.6769359
343,Tanzania,East African Coral Coast,27.6769359
344,Tanzania,East African Coral Coast,27.66564704
345,Tanzania,East African Coral Coast,27.65435819
346,Tanzania,East African Coral Coast,27.6391927
347,Tanzania,East African Coral Coast,27.62402722
348,Tanzania,East African Coral Coast,27.62402722
349,Tanzania,East African Coral Coast,27.54455548
350,Tanzania,East African Coral Coast,27.52375503
351,Tanzania,East African Coral Coast,27.6459454
352,Tanzania,East African Coral Coast,27.63026011
353,Tanzania,East African Coral Coast,27.61127275
354,Tanzania,East African Coral Coast,27.59228539
355,Tanzania,East African Coral Coast,27.57194234
356,Tanzania,East African Coral Coast,27.61750161
357,Tanzania,East African Coral Coast,27.59851023
358,Tanzania,East African Coral Coast,27.57857666
359,Tanzania,East African Coral Coast,27.64436383
360,Tanzania,East African Coral Coast,27.60702206
361,Tanzania,East African Coral Coast,27.58795337
362,Tanzania,East African Coral Coast,27.66139837
363,Tanzania,East African Coral Coast,27.64436383
364,Tanzania,East African Coral Coast,27.53232807
365,Tanzania,East African Coral Coast,27.51577629
366,Tanzania,East African Coral Coast,27.66397628
367,Tanzania,East African Coral Coast,27.64688356
368,Tanzania,East African Coral Coast,27.53754147
369,Tanzania,East African Coral Coast,27.468658
370,Tanzania,East African Coral Coast,27.61269528
371,Tanzania,East African Coral Coast,27.54275487
372,Tanzania,East African Coral Coast,27.4788561
373,Tanzania,East African Coral Coast,27.57901111
374,Tanzania,East African Coral Coast,27.49881221
375,Tanzania,East African Coral Coast,27.48827589
376,Tanzania,East African Coral Coast,27.59871115
377,Tanzania,East African Coral Coast,27.58157594
378,Tanzania,East African Coral Coast,27.5076365
379,Tanzania,East African Coral Coast,27.49769568
380,Tanzania,East African Coral Coast,27.45037446
381,Tanzania,East African Coral Coast,27.45307779
382,Tanzania,East African Coral Coast,27.51385368
383,Tanzania,East African Coral Coast,27.50436886
384,Tanzania,East African Coral Coast,27.49488404
385,Tanzania,East African Coral Coast,27.4513408
386,Tanzania,East African Coral Coast,27.45334917
387,Tanzania,East African Coral Coast,27.45535755
388,Tanzania,East African Coral Coast,27.53639233
389,Tanzania,East African Coral Coast,27.50201321
390,Tanzania,East African Coral Coast,27.45501047
391,Tanzania,East African Coral Coast,27.45501047
392,Tanzania,East African Coral Coast,27.45632388
393,Tanzania,East African Coral Coast,27.5698621
394,Tanzania,East African Coral Coast,27.55588984
395,Tanzania,East African Coral Coast,27.52259059
396,Tanzania,East African Coral Coast,27.51378825
397,Tanzania,East African Coral Coast,27.50498591
398,Tanzania,East African Coral Coast,27.49662204
399,Tanzania,East African Coral Coast,27.45501047
400,Tanzania,East African Coral Coast,27.45735411
401,Tanzania,East African Coral Coast,27.54697898
402,Tanzania,East African Coral Coast,27.53175189
403,Tanzania,East African Coral Coast,27.52511032
404,Tanzania,East African Coral Coast,27.50795861
405,Tanzania,East African Coral Coast,27.49968071
406,Tanzania,East African Coral Coast,27.4914028
407,Tanzania,East African Coral Coast,27.47118699
408,Tanzania,East African Coral Coast,27.45501047
409,Tanzania,East African Coral Coast,27.45941456
410,Tanzania,East African Coral Coast,27.54697898
411,Tanzania,East African Coral Coast,27.53175189
412,Tanzania,East African Coral Coast,27.50795861
413,Tanzania,East African Coral Coast,27.49968071
414,Tanzania,East African Coral Coast,27.4914028
415,Tanzania,East African Coral Coast,27.47118699
416,Tanzania,East African Coral Coast,27.47118699
417,Tanzania,East African Coral Coast,27.45941456
418,Tanzania,East African Coral Coast,27.54943952
419,Tanzania,East African Coral Coast,27.54115075
420,Tanzania,East African Coral Coast,27.52665506
421,Tanzania,East African Coral Coast,27.51298357
422,Tanzania,East African Coral Coast,27.46980633
423,Tanzania,East African Coral Coast,27.46510549
424,Tanzania,East African Coral Coast,27.45570382
425,Tanzania,East African Coral Coast,27.45791351
426,Tanzania,East African Coral Coast,27.45570382
427,Tanzania,East African Coral Coast,27.45716299
428,Tanzania,East African Coral Coast,27.51154735
429,Tanzania,East African Coral Coast,27.45330126
430,Tanzania,East African Coral Coast,27.52044935
431,Tanzania,East African Coral Coast,27.4508987
432,Tanzania,East African Coral Coast,27.4508987
433,Tanzania,East African Coral Coast,27.50429779
434,Tanzania,East African Coral Coast,27.48696006
435,Tanzania,East African Coral Coast,27.44586608
436,Tanzania,East African Coral Coast,27.44586608
437,Tanzania,East African Coral Coast,27.47593171
438,Tanzania,East African Coral Coast,27.47238364
439,Tanzania,East African Coral Coast,27.44083347
440,Tanzania,East African Coral Coast,27.44083347
441,Tanzania,East African Coral Coast,27.46921485
442,Tanzania,East African Coral Coast,27.462774
443,Tanzania,East African Coral Coast,27.43017314
444,Tanzania,East African Coral Coast,27.43636656
445,Tanzania,East African Coral Coast,27.47830569
446,Tanzania,East African Coral Coast,27.46429457
447,Tanzania,East African Coral Coast,27.45028346
448,Tanzania,East African Coral Coast,27.43673458
449,Tanzania,East African Coral Coast,27.43673458
450,Tanzania,East African Coral Coast,27.41414237
451,Tanzania,East African Coral Coast,27.41414237
452,Tanzania,East African Coral Coast,27.41596433
453,Tanzania,East African Coral Coast,27.41778628
454,Tanzania,East African Coral Coast,27.42484297
455,Tanzania,East African Coral Coast,27.49426196
456,Tanzania,East African Coral Coast,27.47830569
457,Tanzania,East African Coral Coast,27.46429457
458,Tanzania,East African Coral Coast,27.44350902
459,Tanzania,East African Coral Coast,27.43673458
460,Tanzania,East African Coral Coast,27.43673458
461,Tanzania,East African Coral Coast,27.38813174
462,Tanzania,East African Coral Coast,27.41414237
463,Tanzania,East African Coral Coast,27.41414237
464,Tanzania,East African Coral Coast,27.41596433
465,Tanzania,East African Coral Coast,27.41778628
466,Tanzania,East African Coral Coast,27.47541653
467,Tanzania,East African Coral Coast,27.45954743
468,Tanzania,East African Coral Coast,27.44566396
469,Tanzania,East African Coral Coast,27.43178048
470,Tanzania,East African Coral Coast,27.4249696
471,Tanzania,East African Coral Coast,27.41815872
472,Tanzania,East African Coral Coast,27.38813174
473,Tanzania,East African Coral Coast,27.39887126
474,Tanzania,East African Coral Coast,27.40424102
475,Tanzania,East African Coral Coast,27.40837071
476,Tanzania,East African Coral Coast,27.4125004
477,Tanzania,East African Coral Coast,27.49457562
478,Tanzania,East African Coral Coast,27.48346433
479,Tanzania,East African Coral Coast,27.45657111
480,Tanzania,East African Coral Coast,27.44078918
481,Tanzania,East African Coral Coast,27.42703334
482,Tanzania,East African Coral Coast,27.4132775
483,Tanzania,East African Coral Coast,27.40643018
484,Tanzania,East African Coral Coast,27.39958286
485,Tanzania,East African Coral Coast,27.39958286
486,Tanzania,East African Coral Coast,27.39543968
487,Tanzania,East African Coral Coast,27.38971412
488,Tanzania,East African Coral Coast,27.38813174
489,Tanzania,East African Coral Coast,27.39123571
490,Tanzania,East African Coral Coast,27.39433967
491,Tanzania,East African Coral Coast,27.4007771
492,Tanzania,East African Coral Coast,27.40721453
493,Tanzania,East African Coral Coast,27.49457562
494,Tanzania,East African Coral Coast,27.46771112
495,Tanzania,East African Coral Coast,27.439269
496,Tanzania,East African Coral Coast,27.42425914
497,Tanzania,East African Coral Coast,27.4107769
498,Tanzania,East African Coral Coast,27.39729465
499,Tanzania,East African Coral Coast,27.38385771
500,Tanzania,East African Coral Coast,27.38116887
501,Tanzania,East African Coral Coast,27.37848003
502,Tanzania,East African Coral Coast,27.37898212
503,Tanzania,East African Coral Coast,27.38432598
504,Tanzania,East African Coral Coast,27.38916774
505,Tanzania,East African Coral Coast,27.39695744
506,Tanzania,East African Coral Coast,27.40474714
507,Tanzania,East African Coral Coast,27.43969399
508,Tanzania,East African Coral Coast,27.4362047
509,Tanzania,East African Coral Coast,27.4219669
510,Tanzania,East African Coral Coast,27.4077291
511,Tanzania,East African Coral Coast,27.39452045
512,Tanzania,East African Coral Coast,27.37472218
513,Tanzania,East African Coral Coast,27.36813255
514,Tanzania,East African Coral Coast,27.36566355
515,Tanzania,East African Coral Coast,27.36825012
516,Tanzania,East African Coral Coast,27.37083669
517,Tanzania,East African Coral Coast,27.37741625
518,Tanzania,East African Coral Coast,27.38399581
519,Tanzania,East African Coral Coast,27.39313778
520,Tanzania,East African Coral Coast,27.43969399
521,Tanzania,East African Coral Coast,27.43969399
522,Tanzania,East African Coral Coast,27.42612619
523,Tanzania,East African Coral Coast,27.41198865
524,Tanzania,East African Coral Coast,27.3978511
525,Tanzania,East African Coral Coast,27.3660817
526,Tanzania,East African Coral Coast,27.36036238
527,Tanzania,East African Coral Coast,27.35958286
528,Tanzania,East African Coral Coast,27.36344782
529,Tanzania,East African Coral Coast,27.36731277
530,Tanzania,East African Coral Coast,27.37488807
531,Tanzania,East African Coral Coast,27.38246336
532,Tanzania,East African Coral Coast,27.43969399
533,Tanzania,East African Coral Coast,27.43969399
534,Tanzania,East African Coral Coast,27.3879731
535,Tanzania,East African Coral Coast,27.37513166
536,Tanzania,East African Coral Coast,27.35744121
537,Tanzania,East African Coral Coast,27.3525922
538,Tanzania,East African Coral Coast,27.35350217
539,Tanzania,East African Coral Coast,27.35864551
540,Tanzania,East African Coral Coast,27.36378885
541,Tanzania,East African Coral Coast,27.37235988
542,Tanzania,East African Coral Coast,27.44931148
543,Tanzania,East African Coral Coast,27.43998832
544,Tanzania,East African Coral Coast,27.43998832
545,Tanzania,East African Coral Coast,27.38431269
546,Tanzania,East African Coral Coast,27.37152802
547,Tanzania,East African Coral Coast,27.35070986
548,Tanzania,East African Coral Coast,27.35178571
549,Tanzania,East African Coral Coast,27.35782131
550,Tanzania,East African Coral Coast,27.3638569
551,Tanzania,East African Coral Coast,27.45412023
552,Tanzania,East African Coral Coast,27.44028265
553,Tanzania,East African Coral Coast,27.34667579
554,Tanzania,East African Coral Coast,27.34837252
555,Tanzania,East African Coral Coast,27.35006925
556,Tanzania,East African Coral Coast,27.3569971
557,Tanzania,East African Coral Coast,27.4679578
558,Tanzania,East African Coral Coast,27.45412023
559,Tanzania,East African Coral Coast,27.34667579
560,Tanzania,East African Coral Coast,27.34837252
561,Tanzania,East African Coral Coast,27.35006925
562,Tanzania,East African Coral Coast,27.47489411
563,Tanzania,East African Coral Coast,27.46071831
564,Tanzania,East African Coral Coast,27.48183041
565,Tanzania,East African Coral Coast,27.49783017
566,Tanzania,East African Coral Coast,27.48906909
567,Tanzania,East African Coral Coast,27.47437067
568,Tanzania,East African Coral Coast,27.50560879
569,Tanzania,East African Coral Coast,27.49630778
570,Tanzania,East African Coral Coast,27.48142495
571,Tanzania,East African Coral Coast,27.46654212
572,Tanzania,East African Coral Coast,27.46654212
573,Tanzania,East African Coral Coast,27.47093735
574,Tanzania,East African Coral Coast,27.47093735
575,Tanzania,East African Coral Coast,27.3667837
576,Tanzania,East African Coral Coast,27.50732646
577,Tanzania,East African Coral Coast,27.49132952
578,Tanzania,East African Coral Coast,27.37589064
579,Tanzania,East African Coral Coast,27.37146078
580,Tanzania,East African Coral Coast,27.52065751
581,Tanzania,East African Coral Coast,27.5099549
582,Tanzania,East African Coral Coast,27.49351989
583,Tanzania,East African Coral Coast,27.47708488
584,Tanzania,East African Coral Coast,27.47708488
585,Tanzania,East African Coral Coast,27.3949231
586,Tanzania,East African Coral Coast,27.38307095
587,Tanzania,East African Coral Coast,27.37900689
588,Tanzania,East African Coral Coast,27.37494282
589,Tanzania,East African Coral Coast,27.54737317
590,Tanzania,East African Coral Coast,27.54737317
591,Tanzania,East African Coral Coast,27.51258335
592,Tanzania,East African Coral Coast,27.49571026
593,Tanzania,East African Coral Coast,27.47883717
594,Tanzania,East African Coral Coast,27.42520857
595,Tanzania,East African Coral Coast,27.40879852
596,Tanzania,East African Coral Coast,27.39730995
597,Tanzania,East African Coral Coast,27.38582139
598,Tanzania,East African Coral Coast,27.38212313
599,Tanzania,East African Coral Coast,27.37842487
600,Tanzania,East African Coral Coast,27.54649541
601,Tanzania,East African Coral Coast,27.43946046
602,Tanzania,East African Coral Coast,27.42362196
603,Tanzania,East African Coral Coast,27.40778346
604,Tanzania,East African Coral Coast,27.38617612
605,Tanzania,East African Coral Coast,27.38310859
606,Tanzania,East African Coral Coast,27.38004107
607,Tanzania,East African Coral Coast,27.54561765
608,Tanzania,East African Coral Coast,27.53872121
