"","ID","Lat","Lon","Country","Ecoregion","Management","Habitat","Observer","Depth","Coralcover","SSTRateofRise","PARmax","Calcite","Dis_oxygen","mean.waveNRJ","Salinity_mean","andrello_reef_value","andrello_nutrients","mean.npp","TT_market_hrs","TT_pop_hrs","cumDHW","SST_Kurtosis","SST_Median","ChlorA_median","Netflow","Outdegree","Indegree","Retention","andrello_sediments","Current_vel_mean","Diff_attenuation","Grav_NP","Grav_NC","PH","SST_bimodality","SST_Skewness","ClimateStressModel"
"192",192,-6.47931,39.503411,"Tanzania","East African Coral Coast","Restricted","Flat","Nyawira",10,40,0.01584264,53.26199913,0.0098,4.767500162,7.949092388,35.1320035,120,0.166085467,1117.780518,1.633333333,0.666666667,30.98467943,-0.996628056,27.4,0.304148719,0.178382473,48,56.5,110,5.878325462,0.7014555,0.077500001,0.149148246,42.15455528,8.213500023,0.507228064,-0.12858533,0.665450007
"193",193,-6.47931,39.525869,"Tanzania","East African Coral Coast","Restricted","Crest","Nyawira",10,38,0.015685054,53.34999847,0.019415,4.767000198,8.534438133,35.132778,156,0.230420411,1087.161133,1.633333333,0.666666667,32.13267715,-0.98964256,27.4,0.303636715,0.178382473,48,56.5,110,4.85708046,0.711574,0.082000002,0.149148246,42.15455528,8.213000298,0.504428385,-0.120195845,0.662500024
"194",194,-6.47931,39.548327,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,30,0.015693151,53.34999847,0.019415,4.767000198,8.534438133,35.132778,156,0.230420411,1087.161133,1.633333333,0.666666667,33.86223449,-0.985837278,27.465,0.279145084,0.178382473,48,56.5,110,4.85708046,0.711574,0.082000002,0.149148246,42.15455528,8.213000298,0.503026558,-0.116370146,0.653200001
"195",195,-6.501773,39.368664,"Tanzania","East African Coral Coast","Restricted","Slope","Nyawira",10,45,0.01761805,53.33950043,0.0002895,4.768000126,4.914306164,35.1502705,60,0.168673441,1182.664307,1.466666667,0.683333333,29.46697709,-1.021661874,27.4125,0.308334582,0.550053927,84.25,85.5,0,4.090714455,0.7378635,0.076000001,0.138557611,52.27953801,8.215000153,0.517680149,-0.156593956,0.565875024
"196",196,-6.501773,39.503411,"Tanzania","East African Coral Coast","Restricted","Slope","Nyawira",10,40,0.015815915,53.48524952,0.0049755,4.767500162,7.993923664,35.1098555,120,0.166085467,1118.3927,1.633333333,0.666666667,31.09112459,-0.998543878,27.535,0.292218119,0.178382473,48,56.5,110,5.878325462,0.512216,0.075000001,0.149148246,42.15455528,8.213500023,0.50774953,-0.128866201,0.629375011
"197",197,-6.546695,39.189,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019981355,54.60200119,0.00054,4.769999981,0.150653347,35.122883,15,6.256958485,1232.396729,0.766666667,0.116666667,33.83222739,-1.052250632,27.54,0.415970147,0.230525884,33,50,77,538.3325195,0.748865,0.109999999,0.02728529,1261.673914,8.215999603,0.528927196,-0.174931576,0.673899993
"198",198,-6.569154,39.166543,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,40,0.020458904,53.85700035,0.0011535,4.769999981,0.150653347,35.116272,99,7.615398407,1232.396729,0.766666667,0.116666667,34.04947279,-1.055955085,27.53,0.457867868,0.230525884,33,50,77,607.0645752,0.623718,0.112999998,0.02728529,1261.673914,8.216499805,0.530175336,-0.176264054,0.744300008
"199",199,-6.569154,39.189,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.020113194,54.60200119,0.00054,4.769999981,0.150653347,35.122883,99,7.615398407,1232.396729,0.766666667,0.116666667,33.6550826,-1.054093152,27.52,0.438495249,0.230525884,33,50,77,607.0645752,0.748865,0.109999999,0.02728529,1261.673914,8.215999603,0.529317899,-0.174318828,0.681050003
"200",200,-6.569154,39.211458,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,42,0.019825271,54.60200119,0.00054,4.769999981,1.171779394,35.122883,805,5.243994236,1227.547119,0.983333333,0.466666667,32.30357772,-1.051823688,27.52,0.415095352,0.230525884,33,50,77,349.0811768,0.748865,0.109999999,0.001251842,770.4450834,8.215999603,0.52830701,-0.172099387,0.617799997
"201",201,-6.569154,39.233916,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019825271,54.60200119,0.00054,4.769999981,2.192905664,35.122883,805,5.243994236,1208.143555,0.983333333,0.466666667,32.30357772,-1.051823688,27.54666667,0.384953171,0.230525884,33,50,77,349.0811768,0.748865,0.109999999,0.001251842,770.4450834,8.215999603,0.52830701,-0.172099387,0.557149991
"202",202,-6.591612,39.144085,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,47,0.020716498,53.11199951,0.001767,4.769999981,2.192905664,35.109661,40,0,1208.143555,0.766666667,0.116666667,34.21239244,-1.057953085,27.54,0.488234155,0.230525884,33,50,77,0,0.498571,0.115999997,0.02728529,1261.673914,8.217000008,0.530859126,-0.177025915,0.767099991
"203",203,-6.591612,39.166543,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,48,0.020610618,53.93833415,0.003486,4.769999981,0.160642266,35.11558667,99,7.615398407,1242.636963,0.766666667,0.116666667,34.01687203,-1.055930598,27.5275,0.488234155,0.230525884,33,50,77,607.0645752,0.599512667,0.13333333,0.02728529,1261.673914,8.216333071,0.53007309,-0.175736027,0.762250006
"204",204,-6.591612,39.189,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.020169885,54.35150146,0.0043455,4.769999981,0.160642266,35.1185495,99,7.615398407,1242.636963,0.766666667,0.116666667,32.80466372,-1.054188838,27.525,0.987604506,0.230525884,33,50,77,607.0645752,0.6499835,0.141999997,0.02728529,1261.673914,8.215999603,0.529275083,-0.173934074,0.712050006
"205",205,-6.591612,39.211458,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019865437,54.35150146,0.0043455,4.769999981,1.273581386,35.1185495,805,5.243994236,1232.357666,0.983333333,0.466666667,31.91005548,-1.052091293,27.525,0.68054872,0.230525884,33,50,77,349.0811768,0.6499835,0.141999997,0.001251842,770.4450834,8.215999603,0.528342529,-0.171889595,0.661850005
"206",206,-6.591612,39.233916,"Tanzania","East African Coral Coast","UnfishedLow","Flat","Nyawira",10,50,0.019865437,54.35150146,0.0043455,4.769999981,2.386520624,35.1185495,805,5.243994236,1196.051392,0.983333333,0.466666667,31.91005548,-1.052091293,27.5125,0.654434428,0.230525884,33,50,77,349.0811768,0.6499835,0.141999997,0.001251842,770.4450834,8.215999603,0.528342529,-0.171889595,0.588924997
"207",207,-6.591612,39.256374,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019350837,54.2755003,0.00232425,4.769500017,2.386520624,35.13207825,805,5.243994236,1196.051392,0.983333333,0.466666667,30.71291924,-1.049766546,27.53,0.395056523,0.230525884,33,50,77,349.0811768,0.7076805,0.111,0.001251842,770.4450834,8.215749741,0.527284145,-0.169438581,0.515999988
"208",208,-6.614069,39.166543,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.02060274,54.10100174,0.008151,4.769999981,0.160642266,35.114216,103,6.206637383,1242.636963,0.766666667,0.116666667,33.3141861,-1.055528482,27.53,1.005717732,0.230525884,33,50,77,414.3075256,0.551102,0.173999995,0.02728529,1261.673914,8.215999603,0.529821338,-0.174947407,0.780200005
"209",209,-6.614069,39.189,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.020267123,54.10100174,0.008151,4.769999981,0.160642266,35.114216,103,6.206637383,1242.636963,0.766666667,0.116666667,32.40553009,-1.053937724,27.52,1.56792438,0.230525884,33,50,77,414.3075256,0.551102,0.173999995,0.02728529,1261.673914,8.215999603,0.529093013,-0.173296045,0.743050009
"210",210,-6.614069,39.233916,"Tanzania","East African Coral Coast","UnfishedLow","Lagoon/Backreef","Nyawira",10,50,0.019784247,54.10100174,0.008151,4.769999981,2.386520624,35.114216,1999,5.461948395,1196.051392,0.983333333,0.466666667,31.10861575,-1.052017491,27.515,0.904536992,0.230525884,33,50,77,376.6393738,0.551102,0.173999995,0.001251842,770.4450834,8.215999603,0.528241202,-0.171428031,0.620700002
"211",211,-6.614069,39.256374,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019359615,54.06500053,0.004268,4.769500017,2.386520624,35.121439,1999,5.461948395,1196.051392,0.983333333,0.466666667,30.49432928,-1.049984167,27.51,0.471442617,0.230525884,33,50,77,376.6393738,0.66531,0.129999999,0.001251842,770.4450834,8.215499878,0.527258772,-0.168953215,0.53549999
"212",212,-6.614069,39.278832,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.018850679,54.02899933,0.000385,4.769000053,3.499459743,35.128662,1740,3.267670631,1228.043945,0.983333333,0.466666667,28.90796101,-1.047521419,27.495,0.407786682,0.230525884,33,50,77,225.8156891,0.779518,0.086000003,0.001251842,770.4450834,8.215000153,0.526118781,-0.166183814,0.545300007
"213",213,-6.614069,39.30129,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.018405632,54.02899933,0.000385,4.769000053,3.499459743,35.128662,1740,3.267670631,1228.043945,0.933333333,0.616666667,28.75125384,-1.044748694,27.53,0.311528951,0.132571749,63,47.5,239.75,225.8156891,0.779518,0.086000003,0.154132267,851.6844348,8.215000153,0.524875818,-0.163231849,0.555100024
"214",214,-6.636526,39.189,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.020267123,54.10100174,0.008151,4.769999981,0.170631185,35.114216,103,6.206637383,1232.357666,0.75,0.016666667,32.40553009,-1.053937724,27.52,1.56792438,-0.443779163,62.25,127.5,204.75,414.3075256,0.551102,0.173999995,83.32082367,1329.336369,8.215999603,0.529093013,-0.173296045,0.735375002
"215",215,-6.636526,39.211458,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019784247,54.10100174,0.008151,4.769999981,1.375383377,35.114216,1999,5.461948395,1227.112549,0.55,0.166666667,31.10861575,-1.052017491,27.52,0.52385518,-0.443779163,62.25,127.5,204.75,376.6393738,0.551102,0.173999995,2.088395343,2482.528053,8.215999603,0.528241202,-0.171428031,0.710449994
"216",216,-6.636526,39.233916,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019784247,54.10100174,0.008151,4.769999981,2.580135584,35.114216,1999,5.461948395,1225.299561,0.55,0.166666667,31.10861575,-1.052017491,27.515,0.52385518,-0.443779163,62.25,127.5,204.75,376.6393738,0.551102,0.173999995,2.088395343,2482.528053,8.215999603,0.528241202,-0.171428031,0.620999992
"217",217,-6.636526,39.256374,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.019359615,54.06500053,0.004268,4.769500017,2.580135584,35.121439,1999,5.461948395,1225.299561,0.55,0.166666667,30.49432928,-1.049984167,27.51,0.471442617,-0.443779163,62.25,127.5,204.75,376.6393738,0.66531,0.129999999,2.088395343,2482.528053,8.215499878,0.527258772,-0.168953215,0.53154999
"218",218,-6.636526,39.278832,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,50,0.018850679,54.02899933,0.000385,4.769000053,3.784887791,35.128662,1740,3.267670631,1225.299561,0.55,0.166666667,28.90796101,-1.047521419,27.495,0.418494925,-0.443779163,62.25,127.5,204.75,225.8156891,0.779518,0.086000003,2.088395343,2482.528053,8.215000153,0.526118781,-0.166183814,0.537049994
"219",219,-6.636526,39.30129,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.018405632,54.02899933,0.000385,4.769000053,3.784887791,35.128662,1740,3.267670631,1225.299561,0.933333333,0.616666667,28.75125384,-1.044748694,27.52,0.348581344,0.132571749,63,47.5,239.75,225.8156891,0.779518,0.086000003,0.154132267,851.6844348,8.215000153,0.524875818,-0.163231849,0.542549998
"220",220,-6.658981,39.233916,"Tanzania","East African Coral Coast","UnfishedLow","Lagoon/Backreef","Nyawira",10,50,0.019705479,54.49700165,0.005484,4.769500017,2.580135584,35.1159385,1999,5.461948395,1225.299561,0.55,0.166666667,31.30459372,-1.050762614,27.5125,0.5363518,-0.443779163,62.25,127.5,204.75,376.6393738,0.573046,0.167499997,2.088395343,2482.528053,8.215999603,0.527900323,-0.171422714,0.621299982
"221",221,-6.658981,39.256374,"Tanzania","East African Coral Coast","UnfishedLow","Flat","Nyawira",10,50,0.019248292,54.11725044,0.00296375,4.769250035,2.580135584,35.1230185,1999,5.461948395,1225.299561,0.55,0.166666667,30.42884776,-1.048608532,27.505,0.471442617,-0.443779163,62.25,127.5,204.75,376.6393738,0.67697875,0.128749998,2.088395343,2482.528053,8.215499878,0.526911492,-0.169093391,0.52759999
"222",222,-6.658981,39.278832,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.018839332,53.73749924,0.0004435,4.769000053,3.784887791,35.1300985,1740,3.267670631,1225.299561,0.55,0.166666667,29.58217662,-1.046074281,27.4925,0.416524455,-0.443779163,62.25,127.5,204.75,225.8156891,0.7809115,0.09,2.088395343,2482.528053,8.215000153,0.525784481,-0.166508216,0.528799981
"223",223,-6.658981,39.30129,"Tanzania","East African Coral Coast","UnfishedLow","Slope","Nyawira",10,49,0.018515498,53.73749924,0.0004435,4.769000053,3.784887791,35.1300985,1740,3.267670631,1225.299561,0.933333333,0.616666667,29.00778106,-1.043461422,27.52,0.399645433,0.132571749,63,47.5,239.75,225.8156891,0.7809115,0.09,0.154132267,851.6844348,8.215000153,0.524579609,-0.163525336,0.529999971
"224",224,-6.681435,39.233916,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,42,0.019719945,54.89300156,0.002817,4.769000053,0.10706538,35.117661,1223,0,1225.299561,0.55,0.166666667,31.95451081,-1.049207528,27.51,0.52385518,-0.443779163,62.25,127.5,204.75,0,0.59499,0.160999998,2.088395343,2482.528053,8.215999603,0.527440621,-0.171200349,0.65959999
"225",225,-6.681435,39.256374,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019346117,54.16950035,0.0016595,4.769000053,0.10706538,35.124598,1223,0,1225.299561,0.55,0.166666667,31.1019781,-1.04693298,27.5,0.463834189,-0.443779163,62.25,127.5,204.75,0,0.6886475,0.127499998,2.088395343,2482.528053,8.215499878,0.526444075,-0.169003569,0.581400007
"226",226,-6.681435,39.278832,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.01896347,53.44599915,0.000502,4.769000053,5.028014183,35.131535,2720,3.705467939,1239.444214,0.55,0.166666667,29.41687128,-1.044305491,27.49,0.414498091,-0.443779163,62.25,127.5,204.75,409.821106,0.782305,0.093999997,2.088395343,2482.528053,8.215000153,0.525321965,-0.166583656,0.566074997
"227",227,-6.681435,39.30129,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,40,0.018621738,53.44599915,0.000502,4.769000053,5.028014183,35.131535,2720,3.705467939,1239.444214,0.933333333,0.616666667,29.14104473,-1.041885673,27.48,0.395847648,0.132571749,63,47.5,239.75,409.821106,0.782305,0.093999997,0.154132267,851.6844348,8.215000153,0.524168842,-0.163592526,0.550749987
"228",228,-6.681435,39.323748,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.018166667,53.93499947,0.0003925,4.76850009,5.109924793,35.1949425,114,2.067384005,1300.762573,0.933333333,0.616666667,27.7480709,-1.038968399,27.515,0.350086488,0.132571749,63,47.5,239.75,268.1680908,0.644513,0.088999998,0.154132267,851.6844348,8.215000153,0.522848433,-0.160316366,0.535225004
"229",229,-6.703888,39.233916,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,43,0.01975318,54.89300156,0.002817,4.769000053,0.10706538,35.117661,1223,0,1225.299561,0.55,0.166666667,31.49502048,-1.046601749,27.5075,0.52385518,-0.443779163,62.25,127.5,204.75,0,0.59499,0.160999998,2.088395343,2482.528053,8.215999603,0.526679112,-0.170867998,0.697899997
"230",230,-6.703888,39.256374,"Tanzania","East African Coral Coast","Fished","Flat","Nyawira",10,41,0.019423516,54.16950035,0.0016595,4.769000053,0.10706538,35.124598,1223,0,1225.299561,0.55,0.166666667,31.23245961,-1.044225688,27.495,0.417227253,-0.443779163,62.25,127.5,204.75,0,0.6886475,0.127499998,2.088395343,2482.528053,8.215499878,0.525665643,-0.168714081,0.635200024
"231",231,-6.703888,39.278832,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,40,0.019139726,53.44599915,0.000502,4.769000053,5.028014183,35.131535,2720,3.705467939,1239.444214,0.55,0.166666667,30.41998498,-1.041537447,27.49,0.422490336,0.37308369,57.5,64.75,97.75,409.821106,0.782305,0.093999997,2.088395343,2482.528053,8.215000153,0.524542383,-0.166363698,0.603350013
"232",232,-6.703888,39.30129,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,40,0.018786948,53.44599915,0.000502,4.769000053,5.028014183,35.131535,2720,3.705467939,1239.444214,0.933333333,0.616666667,29.7233634,-1.03931597,27.48,0.414498113,0.37308369,57.5,64.75,97.75,409.821106,0.782305,0.093999997,0.154132267,851.6844348,8.215000153,0.523468467,-0.163510707,0.571500003
"233",233,-6.703888,39.323748,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.018486636,53.93499947,0.0003925,4.76850009,5.109924793,35.1949425,114,2.067384005,1300.762573,0.933333333,0.616666667,28.34923333,-1.036645293,27.51,0.396694414,0.37308369,57.5,64.75,97.75,268.1680908,0.644513,0.088999998,0.154132267,851.6844348,8.215000153,0.522245618,-0.160411953,0.550200015
"234",234,-6.72634,39.233916,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,42,0.019794521,54.89300156,0.002817,4.769000053,0.062450029,35.117661,310,0,1300.762573,0.2,0.016666667,32.63178416,-1.043685851,27.5,0.52385518,-0.443779163,62.25,127.5,204.75,0,0.59499,0.160999998,1142.652588,17312.11849,8.215999603,0.525800809,-0.170331267,0.723574996
"235",235,-6.72634,39.278832,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,40,0.019328295,53.44599915,0.000502,4.769000053,5.028014183,35.131535,803,3.337582588,1300.762573,0.2,0.016666667,30.72955227,-1.038461916,27.51,0.425786793,0.37308369,57.5,64.75,97.75,779.1651611,0.782305,0.093999997,1142.652588,17312.11849,8.215000153,0.523648152,-0.165937973,0.658950001
"236",236,-6.748791,39.233916,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,42,0.019794521,54.89300156,0.002817,4.769000053,0.062450029,35.117661,310,0,1300.762573,0.2,0.016666667,32.63178416,-1.043685851,27.5,0.425786793,0.37308369,57.5,64.75,97.75,0,0.59499,0.160999998,1142.652588,17312.11849,8.215999603,0.525800809,-0.170331267,0.749249995
"237",237,-6.748791,39.256374,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019527004,54.15266673,0.001285667,4.768333435,0.062450029,35.123749,310,0,1300.762573,0.2,0.016666667,31.31811315,-1.039399087,27.495,0.425786793,0.37308369,57.5,64.75,97.75,0,0.675722667,0.18933333,1142.652588,17312.11849,8.215333303,0.524063247,-0.166909556,0.763599992
"238",238,-6.748791,39.278832,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,40,0.019350376,53.78249931,0.00052,4.768000126,5.028014183,35.126793,803,3.337582588,1300.762573,0.2,0.016666667,30.96907298,-1.036942168,27.4925,0.425786793,0.37308369,57.5,64.75,97.75,779.1651611,0.716089,0.203499995,1142.652588,17312.11849,8.215000153,0.523090058,-0.165031057,0.714549989
"239",239,-6.748791,39.30129,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,40,0.01900411,53.78249931,0.00052,4.768000126,5.028014183,35.126793,803,3.337582588,1300.762573,0.433333333,0.216666667,30.31072124,-1.034897858,27.5,0.448565662,0.37308369,57.5,64.75,97.75,779.1651611,0.716089,0.203499995,3.581050664,4001.143834,8.215000153,0.522148783,-0.162647541,0.665499985
"240",240,-6.771241,39.256374,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019396537,54.11899948,0.000538,4.767000198,7.484993458,35.122051,578,0,1300.762573,0.2,0.016666667,30.38230426,-1.035104252,27.5,0.425786793,0.37308369,57.5,64.75,97.75,0,0.649873,0.312999994,1142.652588,17312.11849,8.215000153,0.522419774,-0.163948532,0.771899998
"241",241,-6.771241,39.278832,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019396537,54.11899948,0.000538,4.767000198,7.489046097,35.122051,578,0,1371.875366,0.2,0.016666667,30.38230426,-1.035104252,27.49,0.425786793,0.37308369,57.5,64.75,97.75,0,0.649873,0.312999994,1142.652588,17312.11849,8.215000153,0.522419774,-0.163948532,0.743175
"242",242,-6.771241,39.323748,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,40,0.018673801,53.85249901,0.0006625,4.767000198,5.089023113,35.1482445,272,2.943072557,1400.478027,0.433333333,0.216666667,29.42220503,-1.030653405,27.48,0.519107863,0.37308369,57.5,64.75,97.75,1268.698364,0.713934,0.209499996,3.581050664,4001.143834,8.215000153,0.520541513,-0.159699788,0.655000001
"243",243,-6.771241,39.346206,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,39,0.018390411,53.58599854,0.000787,4.767000198,5.089023113,35.174438,272,2.943072557,1400.478027,0.433333333,0.216666667,29.40092535,-1.027868332,27.505,0.486053109,0.37308369,57.5,64.75,97.75,1268.698364,0.777995,0.105999999,3.581050664,4001.143834,8.215000153,0.51931152,-0.156611523,0.595550001
"244",244,-6.79369,39.278832,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019258333,54.11899948,0.000538,4.767000198,7.54264164,35.122051,578,0,1400.478027,0.2,0.016666667,30.34204649,-1.033371324,27.5,0.560700819,0.37308369,57.5,64.75,97.75,0,0.649873,0.312999994,1142.652588,17312.11849,8.215000153,0.52178341,-0.162887947,0.771800011
"245",245,-6.79369,39.30129,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,41,0.019153228,54.11899948,0.000538,4.767000198,7.54264164,35.122051,578,0,1400.478027,0.433333333,0.216666667,29.72736038,-1.031365343,27.49,0.560700819,0.37308369,57.5,64.75,97.75,0,0.649873,0.312999994,3.581050664,4001.143834,8.215000153,0.520963716,-0.161136275,0.763400018
"246",246,-6.79369,39.323748,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,40,0.018630526,53.85249901,0.0006625,4.767000198,0.105754726,35.1482445,272,2.943072557,1400.478027,0.433333333,0.216666667,29.69765496,-1.029062991,27.4825,0.519107893,0.37308369,57.5,64.75,97.75,1268.698364,0.713934,0.209499996,3.581050664,4001.143834,8.215000153,0.520050058,-0.159257391,0.70175001
"247",247,-6.79369,39.346206,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,39,0.018370086,53.58599854,0.000787,4.767000198,0.105754726,35.174438,272,2.943072557,1400.478027,0.433333333,0.216666667,29.40647981,-1.026022645,27.5,0.497585423,0.37308369,57.5,64.75,97.75,1268.698364,0.777995,0.105999999,3.581050664,4001.143834,8.215000153,0.5187903,-0.156385424,0.640100002
"248",248,-6.816138,39.30129,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,40,0.019050228,54.11899948,0.000538,4.767000198,7.54264164,35.122051,104,0,1400.478027,0.166666667,0.016666667,30.57196873,-1.029400753,27.5,0.560700834,0.37308369,57.5,64.75,97.75,0,0.649873,0.312999994,52.39243698,26795.75013,8.215000153,0.52029699,-0.160231228,0.745650023
"249",249,-6.816138,39.323748,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,40,0.018649315,53.85249901,0.0006625,4.767000198,0.105754726,35.1482445,545,2.856707335,1400.478027,0.166666667,0.016666667,30.12726211,-1.027205685,27.49,0.532673903,0.37308369,57.5,64.75,97.75,1521.898071,0.713934,0.209499996,52.39243698,26795.75013,8.215000153,0.519468223,-0.158683789,0.693975016
"250",250,-6.816138,39.346206,"Tanzania","East African Coral Coast","Fished","Channel","Nyawira",10,39,0.018411644,53.58599854,0.000787,4.767000198,0.105754726,35.174438,545,2.856707335,1400.478027,0.166666667,0.016666667,29.84801661,-1.023928927,27.48,0.524317712,0.187030855,49.25,74.5,8.75,1521.898071,0.777995,0.105999999,52.39243698,26795.75013,8.215000153,0.518185532,-0.156035569,0.64230001
"251",251,-6.816138,39.368664,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,38,0.018193151,53.58599854,0.000787,4.767000198,0.134362236,35.174438,211,2.406613588,1424.977905,0.166666667,0.016666667,30.02313197,-1.020189647,27.47,0.560585491,0.187030855,49.25,74.5,8.75,1051.931152,0.777995,0.105999999,52.39243698,26795.75013,8.215000153,0.516761525,-0.15318108,0.593600005
"252",252,-6.816138,39.391121,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,38,0.017730736,53.58599854,0.000787,4.767000198,0.134362236,35.174438,211,2.406613588,1424.977905,0.5,0.2,29.89821445,-1.017447564,27.46,0.52485466,0.187030855,49.25,74.5,8.75,1051.931152,0.777995,0.105999999,0.120982987,2943.659052,8.215000153,0.515454544,-0.14929615,0.5449
"253",253,-6.816138,39.413579,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,38,0.017405088,54.07449913,0.00063,4.766499996,6.004039764,35.185455,57,1.728854537,1414.768921,0.5,0.2,29.80172997,-1.014185265,27.5,0.507104099,0.187030855,49.25,74.5,8.75,539.1212158,0.57424,0.098000001,0.120982987,2943.659052,8.21449995,0.514002162,-0.145209132,0.532049999
"254",254,-6.838585,39.323748,"Tanzania","East African Coral Coast","Fished","Flat","Nyawira",10,39,0.018649315,53.72299957,0.000723667,4.766333421,7.61536932,35.14065767,545,2.856707335,1424.977905,0.166666667,0.016666667,30.12726211,-1.027205685,27.49,0.547396421,0.187030855,49.25,74.5,8.75,1521.898071,0.697481,0.191666665,52.39243698,26795.75013,8.214666684,0.519468223,-0.158683789,0.686200023
"255",255,-6.838585,39.346206,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,39,0.018411644,53.52499962,0.0008165,4.766000032,7.61536932,35.149961,545,2.856707335,1424.977905,0.166666667,0.016666667,29.84801661,-1.023928927,27.48,0.524317712,0.187030855,49.25,74.5,8.75,1521.898071,0.721285,0.131000001,52.39243698,26795.75013,8.21449995,0.518185532,-0.156035569,0.644500017
"256",256,-6.838585,39.368664,"Tanzania","East African Coral Coast","Fished","Lagoon/Backreef","Nyawira",10,38,0.018193151,53.52499962,0.0008165,4.766000032,7.634501457,35.149961,211,2.406613588,1424.977905,0.166666667,0.016666667,30.02313197,-1.020189647,27.47,0.549387015,0.187030855,49.25,74.5,8.75,1051.931152,0.721285,0.131000001,52.39243698,26795.75013,8.21449995,0.516761525,-0.15318108,0.602150023
"257",257,-6.838585,39.391121,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,37,0.017730736,53.52499962,0.0008165,4.766000032,7.634501457,35.149961,211,2.406613588,1424.977905,0.5,0.2,29.89821445,-1.017447564,27.46,0.593560338,0.187030855,49.25,74.5,8.75,1051.931152,0.721285,0.131000001,0.120982987,2943.659052,8.21449995,0.515454544,-0.14929615,0.559800029
"258",258,-6.838585,39.413579,"Tanzania","East African Coral Coast","Fished","Slope","Nyawira",10,38,0.017405088,54.02499962,0.0008625,4.765749931,0.121393658,35.159167,57,1.728854537,1414.768921,0.5,0.2,29.80172997,-1.014185265,27.46,0.578268707,0.187030855,49.25,74.5,8.75,539.1212158,0.61715625,0.123250002,0.120982987,2943.659052,8.214249849,0.514002162,-0.145209132,0.544450015
